tic_id,obj_name,period_days,t0_bjd,depth_ppm,sde,status
1001506018150447,1SWASP J001506.01-815044.7,0.500390003900039,2453867.063298611,7512409.526066573,56.4362968873358,Unvetted Candidate
1001514038338421,1SWASP J001514.03-833842.1,1.060630606306063,2453867.6914374996,5159382.873387563,146.40577398812698,Unvetted Candidate
1001514058210488,1SWASP J001514.05-821048.8,0.508190081900819,2453866.870321759,5296942.378284858,14.02879927943502,Unvetted Candidate
1001518938357534,1SWASP J001518.93-835753.4,0.5298352983529835,2453866.7184490743,2453177.150358142,54.16270317935363,Unvetted Candidate
1001520908235550,1SWASP J001520.90-823555.0,0.5298352983529835,2453866.7183564813,3204080.5254594088,87.26212211584004,Unvetted Candidate
1001534538308001,1SWASP J001534.53-830800.1,0.509360093600936,2453866.7157291668,7895332.859833191,249.34512387024702,Unvetted Candidate
1001541798324075,1SWASP J001541.79-832407.5,0.5298352983529835,2453866.718414352,2023198.516552875,32.74665789905403,Unvetted Candidate
1001545558245573,1SWASP J001545.55-824557.3,0.5298352983529835,2453866.7183680558,1491324.9897973184,17.792401801551776,Unvetted Candidate
1001554328316578,1SWASP J001554.32-831657.8,0.5298352983529835,2453866.718402778,1135141.2118753812,10.308364567183272,Unvetted Candidate
1001603748304295,1SWASP J001603.74-830429.5,0.827408274082741,2453866.7283912036,6105928.784710359,316.90011375361337,Unvetted Candidate
1001606628141220,1SWASP J001606.62-814122.0,0.997839978399784,2453866.718287037,1473506.4464464162,9.770495614736154,Unvetted Candidate
1001611658359330,1SWASP J001611.65-835933.0,0.5298352983529835,2453866.7184606483,1248582.6663188057,13.251148734370112,Unvetted Candidate
1001613488304485,1SWASP J001613.48-830448.5,0.514040140401404,2453866.7083912035,2125993.0395151805,33.89884803050248,Unvetted Candidate
1001618188240577,1SWASP J001618.18-824057.7,0.514040140401404,2453866.708356481,4003080.5040320726,128.1972281740934,Unvetted Candidate
1001628158356318,1SWASP J001628.15-835631.8,0.514040140401404,2453866.708449074,1159497.0965558193,11.427684893831687,Unvetted Candidate
1001631528331524,1SWASP J001631.52-833152.4,0.5099450994509945,2453867.151425926,1597172.042606531,21.683147536313307,Unvetted Candidate
1001641238246516,1SWASP J001641.23-824651.6,0.514040140401404,2453866.7083680555,2204301.5783174057,38.87156358538084,Unvetted Candidate
